openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL5759978W,I Love My New Toy! (Elephant and Piggie),I Love My New Toy! (Elephant and Piggie),"When Elephant accidentally breaks Piggie's new toy, they both experience intense feelings before coming to realize how important their friendship is.",2008,https://covers.openlibrary.org/b/id/7346508-L.jpg,4.52,25,2008,Mo Willems,57
OL40967W,Complete Stories and Poems of Edgar Allan Poe,Complete Stories and Poems of Edgar Allan Poe,"67 STORIES:
Angel of the Odd
[Assignation](https://openlibrary.org/works/OL15645797W)
Balloon-Hoax
[Berenice](https://openlibrary.org/works/OL15645808W)
[Black Cat](https://openlibrary.org/works/OL41068W)
Bon-Bon
Business Man
[Cask of Amontillado](https://openlibrary.org/works/OL41016W)
Colloquy of Monos and Una
Conversation of Eiros and Charmion
[Descent into the Maelstrom](https://openlibrary.org/works/OL273476W)
Devil in the Belfry
Diddling
[Domain of Arnheim](https://openlibrary.org/works/OL15645889W)
Duc De L'Ome1ette
[Eleonora](https://openlibrary.org/works/OL14937980W)
[Facts in the Case of M. Valdemar](https://openlibrary.org/works/OL40987W)
[Fall of the House of Usher](https://openlibrary.org/works/OL40987W)
Four Beasts in One
Gold-Bug
Hop-Frog
How to Write a Blackwood Article
[Imp of the Perverse](https://openlibrary.org/works/OL15481077W)
[Island of the Fay](https://openlibrary.org/works/OL15645993W)
King Pest
[Landor's Cottage](https://openlibrary.org/works/OL15646005W)
Ligeia
Lionizing
Literary Life of Thingum Bob, Esq.
Loss of Breath
Man of the Crowd
Man that was Used Up
[Masque of the Red Death](https://openlibrary.org/works/OL41050W)
Mellonta Tauta
[Mesmeric Revelation](https://openlibrary.org/works/OL15646037W)
Metzengerstein
Morella
MS. Found in a Bottle
Murders in the Rue Morgue
Mystery of Marie Roget
Mystification
Narrative of A. Gordon Pym of Nantucket
Never Bet the Devil Your Head
Oblong Box
Oval Portrait
[Pit and the Pendulum](https://openlibrary.org/works/OL273550W)
Power of Words
Predicament
[Premature Burial](https://openlibrary.org/works/OL24583029W)
[Purloined Letter](https://openlibraryorg/works/OL41065W)
Shadow
[Silence — A Fable](https://openlibrary.org/works/OL13370628W)
Some Words with a Mummy
Spectacles
Sphinx
System of Dr. Tart and Prof. Fether
Tale of Jerusalem
Tale of the Ragged Mountains
[Tell-tale Heart](https://openlibrary.org/works/OL41059W)
Thou Art the Man
[Thousand-and-Second Tale of Scheherazade](https://openlibrary.org/works/OL15646039W)
Three Sundays in a Week
Unparalleled Adventure of One Hans Pfaall
[Von Kempelen and His Discovery](https://openlibrary.org/works/OL25111544W)
Why the Little Frenchman Wears His Hand in a Sling
[William Wilson](https://openlibrary.org/works/OL16088822W)
X-ing a Paragrab

55 POEMS:",1966,https://covers.openlibrary.org/b/id/11793784-L.jpg,4.5,28,1966,Edgar Allan Poe,819
OL3535885W,Botany,Botany,"This text covers the fundamentals of plant science, including structure, genetics and evolution, physiology and development, and ecology. The text also contains information on molecular biology, plant biotechnology, and coverage of taxonomy and phylogeny of plants.--adapted from back cover.",1991,https://covers.openlibrary.org/b/id/516902-L.jpg,4.7272725,11,1991,James D. Mauseth,794
OL17274040W,Nimona,Nimona,"The graphic novel debut from rising star Noelle Stevenson, based on her beloved and critically acclaimed web comic, which Slate awarded its Cartoonist Studio Prize, calling it ""a deadpan epic.""

Nemeses! Dragons! Science! Symbolism! All these and more await in this brilliantly subversive, sharply irreverent epic from Noelle Stevenson. Featuring an exclusive epilogue not seen in the web comic, along with bonus conceptual sketches and revised pages throughout, this gorgeous full-color graphic novel is perfect for the legions of fans of the web comic and is sure to win Noelle many new ones.

Nimona is an impulsive young shapeshifter with a knack for villainy. Lord Ballister Blackheart is a villain with a vendetta. As sidekick and supervillain, Nimona and Lord Blackheart are about to wreak some serious havoc. Their mission: prove to the kingdom that Sir Ambrosius Goldenloin and his buddies at the Institution of Law Enforcement and Heroics aren't the heroes everyone thinks they are.

But as small acts of mischief escalate into a vicious battle, Lord Blackheart realizes that Nimona's powers are as murky and mysterious as her past. And her unpredictable wild side might be more dangerous than he is willing to admit.",2015,https://covers.openlibrary.org/b/id/10541789-L.jpg,4.7272725,11,2015,N.D. Stevenson,269
OL2920563W,Mufaro's Beautiful Daughters,Mufaro's Beautiful Daughters,"A Caldecott Honor and Reading Rainbow book, this memorable retelling of Cinderella is perfect for introducing children to the fairy tale as well as the history, culture, and geography of the African nation of Zimbabwe.

Inspired by a traditional African folktale, this is the story of Mufaro, who is proud of his two beautiful daughters. Nyasha is kind and considerate, but everyone—except Mufaro—knows that Manyara is selfish and bad-tempered.

When the Great King decides to take a wife and invites the most worthy and beautiful daughters in the land to appear before him, Mufaro brings both of his daughters—but only one can be queen. Who will the king choose?

Award-winning artist John Steptoe’s rich cultural imagery of Africa earned him the Coretta Scott King Award for Mufaro’s Beautiful Daughters. The book also went on to win the Boston Globe-Horn Book Award. This stunning story is a timeless treasure that readers will enjoy for generations.",1985,https://covers.openlibrary.org/b/id/13784456-L.jpg,4.7272725,11,1985,"John Steptoe, Joe Steptoe, Robin Miles",32
OL521828W,Clip-Clop,Clip-Clop,Horse gives his animal friends a ride.  How fast is too fast?,2006,https://covers.openlibrary.org/b/id/952386-L.jpg,4.7272725,11,2006,Nicola Smee,32
OL152324W,Remember When,Remember When,"When multinational tycoon Cole Harrison approaches her on a moonlit balcony at the White Orchid Charity Ball, Diana Foster has no idea how life-changing the night ahead will be. The most lavish social event of the Houston season had brought out Texas aristocracy in glittering array but Diana only agreed to attend to save face after reading about her fiancé leaving her for an Italian heiress in a sleazy gossip magazine. Her Beautiful Living magazine is her family’s success story, and Diana knows that as a single, childless, and suddenly unengaged woman, she is not living up to its lucrative image of upscale domestic tranquility. But when she spots the pride of Dallas billionaires, Cole Harrison, closing in on her with two crystal flutes and a bottle of champagne, she has no idea that he has ulterior motives for seducing her tonight. And he certainly has no idea that a match made in what he considers logic’s heaven might be headed straight for an unexpected, once-in-a-lifetime love. “Judith McNaught once again works her unique magic in this charming, sparkling romance” (RT Book Reviews, 4 stars).",1996,https://covers.openlibrary.org/b/id/540635-L.jpg,4.7272725,11,1996,Judith McNaught,425
OL3356970W,Self-efficacy,Self-efficacy,"Ideal for advanced undergraduate or graduate courses, or for professional use, the book is based on Bandura's theory that those with high self-efficacy expectancies - the belief that one can achieve what one sets out to do - are healthier, more effective, and generally more successful than those with low self-efficacy expectancies. He begins with a discussion of theory and method: what self-efficacy is and how it can be developed. Bandura then demonstrates how belief in one's capabilities affects development and psychosocial functioning during the course of life, underscoring provocative applications of this work to issues in education, health, psychopathology, athletics, business, and international affairs.

Ideal for advanced undergraduate or graduate courses, or for professional use, the book is based on Bandura's theory that those with high self-efficacy expectancies - the belief that one can achieve what one sets out to do - are healthier, more effective, and generally more successful than those with low self-efficacy expectancies. He begins with a discussion of theory and method: what self-efficacy is and how it can be developed.

Bandura then demonstrates how belief in one's capabilities affects development and psychosocial functioning during the course of life, underscoring provocative applications of this work to issues in education, health, psychopathology, athletics, business, and international affairs.",1977,https://covers.openlibrary.org/b/id/1354692-L.jpg,4.7272725,11,1977,Albert Bandura,604
OL17479166W,S.O.S. C'e Un Topo Nello Spazio!,S.O.S. C'e Un Topo Nello Spazio!,"Have you ever had a friend like our Geronimo stilton secret agent friend  (OOK) I can't reveal his name. If you have one then be ready 
to have a super-thrilling adventures that might make your tail fall off! Here is a journey to space, his friend OOK and his sister OOV 
and OOG=Geronimo stilton. When M.I.S.S.O  finds that there is someone who is treating new mouse city by seeing a video message,
they make a top secret mission to save New Mouse City. Is Geronimo stilton going to make it!",2011,https://covers.openlibrary.org/b/id/7660143-L.jpg,4.7272725,11,2011,Elisabetta Dami,121
OL57140W,You Are Special,You Are Special,Punchinello's opinion of himself changes after talking to his creator.,1997,https://covers.openlibrary.org/b/id/841929-L.jpg,4.7272725,11,1997,Max Lucado,32
OL19762160W,Archenemies,Archenemies,"Time is running out.
Together, they can save the world.
But they each other's worst nightmare.

In Renegades, Nova and Adrian (aka Insomnia and Sketch) fought the battle of their lives against the Anarchist known as the Detonator. It was a short-lived victory.

The Anarchists still have a secret weapon, one that Nova believes will protect her. The Renegades also have a strategy for overpowering the Anarchists, but both Nova and Adrian understand that it could mean the end of Gatlon City - and the world - as they know it.",2018,https://covers.openlibrary.org/b/id/8837972-L.jpg,4.7272725,11,2018,Marissa Meyer,512
OL16798488W,Quinto viaje al reino de la fantasía,Quinto viaje al reino de la fantasía,"After receiving a mysterious message summoning him to a meeting, Geronimo Stilton finds himself back in the Kingdom of Fantasy, summoned by the Elves, who want him to travel to the Great Explanatorium to find an answer to the earthquakes that are threatening the Kingdom.",2009,https://covers.openlibrary.org/b/id/14418994-L.jpg,4.7272725,11,2009,"Elisabetta Dami, Danilo Barozzi, Julia Heim, David Nel·lo",384
OL19999589W,The Argonauts,The Argonauts,"Maggie Nelson’s The Argonauts is a genre-bending memoir, a work of “autotheory” offering fresh, fierce, and timely thinking about desire, identity, and the limitations and possibilities of love and language. At its center is a romance: the story of the author’s relationship with artist Harry Dodge. This story, which includes the author’s account of falling in love with Dodge, as well as her journey to and through a pregnancy, is an intimate portrayal of the complexities and joys of (queer) family making.
 
Writing in the spirit of public intellectuals like Susan Sontag and Roland Barthes, Nelson binds her personal experience to a rigorous exploration of what iconic theorists have said about sexuality, gender, and the vexed institutions of marriage and childrearing. Nelson’s insistence on radical individual freedom and the value of caretaking becomes the rallying cry for this thoughtful, unabashed, uncompromising book.",2015,https://covers.openlibrary.org/b/id/8898517-L.jpg,4.7272725,11,2015,Maggie Nelson,160
OL17512075W,Amulet,Amulet,"Emily and her friends think they'll find the help they need in Cielis, but something isn't right. Streets that were once busy are deserted, and the townspeople who are left live in fear. Emily is soon escorted to the Academy, where she's expected to compete for a spot on the Guardian Council, a group of the most powerful Stonekeepers. But as the number of competitors gets smaller and smaller, an awful secret is slowly uncovered—a secret that, if left buried, means the certain destruction of everything Emily fights for.",2011,https://covers.openlibrary.org/b/id/8959559-L.jpg,4.7272725,11,2011,Kazu Kibuishi,224
OL5216948W,Without a silver spoon,Without a silver spoon,"Winner of the International Board on Books for Young People, Certificate of Honour, this story for young people teaches the lesson that honesty is the best policy. Ure comes from a poor but honest family, and works as a houseboy to pay his own school fees. Towards the end of his primary school days he is accused of stealing money. He is saved by the well-placed total trust of his parents and his teacher.",1981,https://covers.openlibrary.org/b/id/2298026-L.jpg,4.7272725,11,1981,Eddie Iroh,114
OL31146657W,Yumi and the Nightmare Painter,Yumi and the Nightmare Painter,"Yumi comes from a land of gardens, meditation, and spirits, while Painter lives in a world of darkness, technology, and nightmares. When their lives suddenly become intertwined in strange ways, can they put aside their differences and work together to uncover the mysteries of their situation and save each other’s communities from certain disaster?",2023,https://covers.openlibrary.org/b/id/13989845-L.jpg,4.7272725,11,2023,Brandon Sanderson,392
OL16793507W,Drama,Drama,"Callie loves theater. And while she would totally try out for her middle school's production of Moon over Mississippi, she can't really sing. Instead she's the set designer for the drama department's stage crew, and this year she's determined to create a set worthy of Broadway on a middle-school budget. But how can she, when she doesn't know much about carpentry, ticket sales are down, and the crew members are having trouble working together? Not to mention the onstage AND offstage drama that occurs once the actors are chosen. And when two cute brothers enter the picture, things get even crazier!",2012,https://covers.openlibrary.org/b/id/12360868-L.jpg,4.4117646,68,2012,Raina Telgemeier,240
OL46876W,The Lost World,The Lost World,"The Lost World is a 1995 techno-thriller novel written by Michael Crichton, and the sequel to his 1990 novel [Jurassic Park](https://openlibrary.org/works/OL46881W). It is his tenth novel under his own name and his twentieth overall, and it was published by Knopf. A paperback edition (ISBN 0-345-40288-X) followed in 1996. In 1997, both novels were re-published as a single book titled Michael Crichton's Jurassic World, which is unrelated to the 2015 film of the same name.


Contains: 
[Lost World [2/2]](https://openlibrary.org/works/OL25311005W)

Also contained in:
[Michael Crichton's Jurassic World](https://openlibrary.org/works/OL14950507W)",1995,https://covers.openlibrary.org/b/id/10656102-L.jpg,4.483871,31,1995,Michael Crichton,419
OL41943074W,Alas de ónix,Alas de ónix,"After nearly eighteen months at Basgiath War College, Violet Sorrengail knows there’s no more time for lessons. No more time for uncertainty. Because the battle has truly begun, and with enemies closing in from outside their walls and within their ranks, it’s impossible to know who to trust.

Now Violet must journey beyond the failing Aretian wards to seek allies from unfamiliar lands to stand with Navarre. The trip will test every bit of her wit, luck, and strength, but she will do anything to save what she loves—her dragons, her family, her home, and him.

Even if it means keeping a secret so big, it could destroy everything. They need an army. They need power. They need magic. And they need the one thing only Violet can find—the truth. But a storm is coming...and not everyone can survive its wrath.",2025,https://covers.openlibrary.org/b/id/14826089-L.jpg,4.483871,31,2025,Rebecca Yarros,544
OL2435178W,The dot,The dot,"Vashti believes that she cannot draw, but her art teacher's encouragement leads her to change her mind.",2003,https://covers.openlibrary.org/b/id/516041-L.jpg,4.642857,14,2003,Peter H. Reynolds,32
OL26937W,Secreto,Secreto,"A beautiful English lady falls for a Scottish highlander in this delightful historical romance from #1 New York Times bestselling author Julie Garwood.

Judith Hampton was as beautiful as she was proud and loyal. Her dear Scottish friend from childhood was about to give birth, and Judith had promised to be at her side. But there was another, private reason for the journey from her bleak English home to the Highlands: to meet the father she had never known, the Laird Maclean. Nothing prepared her, however, for the sight of the Scottish barbarian who was to escort her into his land...Iain Maitland, Laird of his clan, a man more powerfully compelling than any she had ever encountered.

In a spirited clash of wills and customs, Judith reveled in the melting bliss of Iain's searching kisses, his passionate caresses. Perplexed by her sprightly defiance, bemused by her tender nature, Iain felt his soul growing into the light and warmth of her love. Surely nothing would wrench her from the affection and trust of Iain and his clan...not even the truth about her father, a devastating secret that could shatter the boldest alliance, and the most glorious of loves!",1992,https://covers.openlibrary.org/b/id/14418594-L.jpg,4.642857,14,1992,"Julie Garwood, Susan Duerden",379
OL16450822W,Should I share my ice cream?,Should I share my ice cream?,"Gerald is careful. Piggie is not.
Piggie cannot help smiling. Gerald can.
Gerald worries so that Piggie does not have to.

Gerald and Piggie are best friends.



In Should I Share My Ice Cream? Gerald has a big decision to make. But will he make it in time?





Using vocabulary that is perfect for beginning readers (and vetted by an early-learning specialist), Mo Willems has crafted a funny story about the challenges of doing the right thing. Fans of the Geisel Award-winning duo will eagerly eat it up!",2011,https://covers.openlibrary.org/b/id/14419879-L.jpg,4.642857,14,2011,Mo Willems,57
OL20676292W,Foundation Science Physics for Class 9,Foundation Science Physics for Class 9,,2014,https://covers.openlibrary.org/b/id/9346507-L.jpg,4.642857,14,2014,H.C. Verma,
OL17638522W,The Midnight Gang,The Midnight Gang,"The Midnight Gang is a fantastic book and you will love it
Hop into an adventure with some children in a hospital

 - I hope you like it.: ]",2016,https://covers.openlibrary.org/b/id/9838897-L.jpg,4.642857,14,2016,David Walliams,479
OL17638522M,Message from the President of the United States to the two houses of Congress at the commencement of the second session of the Forty-fifth congress with the reports of the heads of departments and selections from accompanying documents,Message from the President of the United States to the two houses of Congress at the commencement of the second session of the Forty-fifth congress with the reports of the heads of departments and selections from accompanying documents,,1877,,4.642857,14,1877,United States. President (1877-1881 : Hayes),1152
OL27513W,The Fellowship of the Ring,The Fellowship of the Ring,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them.

“A unique, wholly realized other world, evoked from deep in the well of Time, massively detailed, absorbingly entertaining, profound in meaning.”—The New York Times

In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.",1954,https://covers.openlibrary.org/b/id/14627060-L.jpg,4.3589745,390,1954,J.R.R. Tolkien,496
OL17079567W,Being Mortal,Being Mortal,"Being Mortal: Medicine and What Matters in the End is a 2014 non-fiction book by American surgeon Atul Gawande. The book addresses end-of-life care, hospice care, and also contains Gawande's reflections and personal stories. He suggests that medical care should focus on well-being rather than survival. Being Mortal has won awards, appeared on lists of best books, and been featured in a documentary.",2014,https://covers.openlibrary.org/b/id/8477368-L.jpg,4.45,40,2014,Atul Gawande,283
OL17834480W,Darkness of Dragons,Darkness of Dragons,A young NightWing may have had the first true prophecy in generations. Something is coming to shake the earth. Something is coming to scorch the ground. Jade Mountain will fall beneath thunder and ice. Unless the lost city of night can be found. Will the return of Darkstalker bring a horrible future to Pyrrhia? Or can five young dragons save the world; again?,2015,https://covers.openlibrary.org/b/id/10526173-L.jpg,4.5882354,17,2015,Tui T. Sutherland,432
OL15437450W,Mistero a Parigi,Mistero a Parigi,"Geronimo's adventurous sister Thea narrates this fabulous adventure that's packed with action, mystery, and friendship!In this exciting adventure, the Thea Sisters are off to Paris to visit Colette's fashion-designer friend Julie. But when Julie's designs are suddenly stolen, the girls must search the city of Paris to catch the thief and save the fashion show. Readers will love following the clues to help the Thea Sisters solve the mystery!",2008,https://covers.openlibrary.org/b/id/14419020-L.jpg,4.5882354,17,2008,Elisabetta Dami,200
OL20153382W,Say Nothing,Say Nothing,"“Masked intruders dragged Jean McConville, a 38-year-old widow and mother of 10, from her Belfast home in 1972. In this meticulously reported book — as finely paced as a novel — Keefe uses McConville’s murder as a prism to tell the history of the Troubles in Northern Ireland. Interviewing people on both sides of the conflict, he transforms the tragic damage and waste of the era into a searing, utterly gripping saga.” – New York Times Book Review, Ten Best Books of the Year

From award-winning New Yorker staff writer Patrick Radden Keefe, a stunning, intricate narrative about a notorious killing in Northern Ireland and its devastating repercussions

In December 1972, Jean McConville, a thirty-eight-year-old mother of ten, was dragged from her Belfast home by masked intruders, her children clinging to her legs. They never saw her again. Her abduction was one of the most notorious episodes of the vicious conflict known as The Troubles. Everyone in the neighborhood knew the I.R.A. was responsible. But in a climate of fear and paranoia, no one would speak of it. In 2003, five years after an accord brought an uneasy peace to Northern Ireland, a set of human bones was discovered on a beach. McConville’s children knew it was their mother when they were told a blue safety pin was attached to the dress–with so many kids, she had always kept it handy for diapers or ripped clothes.

Patrick Radden Keefe’s mesmerizing book on the bitter conflict in Northern Ireland and its aftermath uses the McConville case as a starting point for the tale of a society wracked by a violent guerrilla war, a war whose consequences have never been reckoned with. The brutal violence seared not only people like the McConville children, but also I.R.A. members embittered by a peace that fell far short of the goal of a united Ireland, and left them wondering whether the killings they committed were not justified acts of war, but simple murders. From radical and impetuous I.R.A. terrorists such as Dolours Price, who, when she was barely out of her teens, was already planting bombs in London and targeting informers for execution, to the ferocious I.R.A. mastermind known as The Dark, to the spy games and dirty schemes of the British Army, to Gerry Adams, who negotiated the peace but betrayed his hardcore comrades by denying his I.R.A. past–Say Nothing conjures a world of passion, betrayal, vengeance, and anguish.",2018,https://covers.openlibrary.org/b/id/9242450-L.jpg,4.5882354,17,2018,"Patrick Radden Keefe, Ariel Font Prades",536
OL23613066W,Cat Ninja,Cat Ninja,,2020,https://covers.openlibrary.org/b/id/10517463-L.jpg,4.5882354,17,2020,"Matthew Cody, Yehudi Mercado",160
OL17332529W,sistem informasi akuntansi,sistem informasi akuntansi,,2004,https://covers.openlibrary.org/b/id/7410713-L.jpg,4.55,20,2004,"Romney Marshall, B., and Paul Jhon Steinbart",462
OL19733964W,Minecraft Mobestiary,Minecraft Mobestiary,"Minecraft: Mobestiary reveals the secrets of every mob in the game. You ll find little-known facts about passive, neutral, hostile, utility, and boss mobs, as well as more general information about their locations, behaviors, threat levels, and drops.",2017,https://covers.openlibrary.org/b/id/8785470-L.jpg,4.55,20,2017,"Alex Wiltshire, Mojang",104
OL10263W,Le petit prince,Le petit prince,"*Le Petit Prince* est une œuvre de langue française, la plus connue d'Antoine de Saint-Exupéry. Publié en 1943 à New York simultanément à sa traduction anglaise, c'est une œuvre poétique et philosophique sous l'apparence d'un conte pour enfants.

Traduit en quatre cent cinquante-sept langues et dialectes, *Le Petit Prince* est le deuxième ouvrage le plus traduit au monde après la Bible.

Le langage, simple et dépouillé, parce qu'il est destiné à être compris par des enfants, est en réalité pour le narrateur le véhicule privilégié d'une conception symbolique de la vie. Chaque chapitre relate une rencontre du petit prince qui laisse celui-ci perplexe, par rapport aux comportements absurdes des « grandes personnes ». Ces différentes rencontres peuvent être lues comme une allégorie.

Les aquarelles font partie du texte et participent à cette pureté du langage : dépouillement et profondeur sont les qualités maîtresses de l'œuvre.

On peut y lire une invitation de l'auteur à retrouver l'enfant en soi, car « toutes les grandes personnes ont d'abord été des enfants. (Mais peu d'entre elles s'en souviennent.) ». L'ouvrage est dédié à Léon Werth, mais « quand il était petit garçon ».

(Wikipedia)",1943,https://covers.openlibrary.org/b/id/10708272-L.jpg,4.362832,226,1943,Antoine de Saint-Exupéry,96
OL46368W,The Complete Robot,The Complete Robot,"The complete collection of Isaac Asimov’s classic Robot stories.

In these stories, Asimov creates the Three Laws of Robotics and ushers in the Robot Age – when Earth is ruled by master-machines and when robots are more human than mankind.

The Complete Robot is the ultimate collection of timeless, amazing and amusing robot short stories from the greatest science fiction writer of all time, offering golden insights into robot thought processes. Asimov’s Three Laws of Robotics were programmed into real computers thirty years ago at the Massachusetts Institute of Technology – with surprising results. Readers of today still have many surprises in store…

A Boy's Best Friend
Sally
Someday
Some Immobile Robots
Point of View
Think!
True Love
Some Metallic Robots
Robot AL-76 Goes Astray
Victory Unintentional
Stranger in Paradise
Light Verse
Segregationist
[Robbie](https://openlibrary.org/works/OL46260W)
Some Humanoid Robots
Let's Get Together
Mirror Image
The Tercentenary Incident
Powell and Donovan
First Law
Runaround
Reason
Catch That Rabbit
Susan Calvin
Liar!
Satisfaction Guaranteed
Lenny
Galley Slave
Little Lost Robot
Risk
Escape!
Evidence
The Evitable Conflict
Feminine Intuition
Two Climaxes
—That Thou Art Mindful of Him!
The Bicentennial Man",1982,https://covers.openlibrary.org/b/id/6666407-L.jpg,4.5,26,1982,Isaac Asimov,557
OL42770100W,Diary of a Wimpy Kid Party Pooper,Diary of a Wimpy Kid Party Pooper,It’s Greg’s birthday-and you are invited to the **chaos**.,2025,https://covers.openlibrary.org/b/id/15179458-L.jpg,4.4473686,38,2025,Jeff Kinney,224
OL16151508W,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,"A mysterious island. An abandoned orphanage. A strange collection of peculiar photographs. It all waits to be discovered in Miss Peregrine's Home for Peculiar Children, and unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children. As Jacob explores its decaying bedrooms and hallways, it becomes clear that Miss Peregrine's children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow - impossible though it seems - they may still be alive. (Book cover)",2011,https://covers.openlibrary.org/b/id/14416577-L.jpg,4.4390244,41,2011,Ransom Riggs,388
OL17342469W,Roller Girl,Roller Girl,"Roller Girl is a young adult graphic novel written and illustrated by Victoria Jamieson, published by Dial Books for Young Readers in 2015. It is set in contemporary Portland, Oregon and details how the hero, Astrid, becomes a roller derby skater. It was named a Newbery Honor book in 2016.",2014,https://covers.openlibrary.org/b/id/11327078-L.jpg,4.4150944,53,2014,Victoria Jamieson,240
OL24150964W,Analisis laporan keuangan,Analisis laporan keuangan,,2012,https://covers.openlibrary.org/b/id/11404768-L.jpg,4.4,65,2012,Kasmir,368
OL46309W,Second Foundation,Second Foundation,"After years of struggle, the Foundation lay in ruins -- destroyed by the mutant mind power of the Mule. But it was rumored that there was a Second Foundation hidden somewhere at the end of the Galaxy, established to preserve the knowledge of mankind through the long centuries of barbarism. The Mule had failed to find it the first time -- but now he was certain he knew where it lay.

The fate of the Foundation rests on young Arkady Darell, only fourteen years old and burdened with a terrible secret. As its scientists girded for a final showdown with the Mule, the survivors of the First Foundation began their desperate search. They too wanted the Second Foundation destroyed... before it destroyed them.",1953,https://covers.openlibrary.org/b/id/9261324-L.jpg,4.367647,136,1953,Isaac Asimov,237
OL49488W,Ender's Game,Ender's Game,"Ender's Game is a 1985 military science fiction novel by American author Orson Scott Card. Set at an unspecified date in Earth's future, the novel presents an imperiled humankind after two conflicts with the Formics, an insectoid alien species they dub the ""buggers"". In preparation for an anticipated third invasion, children, including the novel's protagonist, Andrew ""Ender"" Wiggin, are trained from a very young age by putting them through increasingly difficult games, including some in zero gravity, where Ender's tactical genius is revealed.

The book originated as a short story of the same name, published in the August 1977 issue of Analog Science Fiction and Fact. The novel was published on January 15, 1985. Later, by elaborating on characters and plotlines depicted in the novel, Card was able to write additional books in the Ender's Game series. Card also released an updated version of Ender's Game in 1991, changing some political facts to reflect the times more accurately (e.g., to include the recent collapse of the Soviet Union and the end of the Cold War). The novel has been translated into 34 languages.

Reception of the book has been mostly positive. It has become suggested reading for many military organizations, including the United States Marine Corps. Ender's Game was recognized as ""best novel"" by the 1985 Nebula Award[3] and the 1986 Hugo Award[4] in the genres of science fiction and fantasy. Its four sequels—Speaker for the Dead (1986), Xenocide (1991), Children of the Mind (1996), and Ender in Exile (2008)—follow Ender's subsequent travels to many different worlds in the galaxy. In addition, the later novella A War of Gifts (2007) and novel Ender's Shadow (1999), plus other novels in the Shadow saga, take place during the same time period as the original.


----------

Contained in:
[Ender's War](https://openlibrary.org/works/OL49619W)
See also:

 - [Ender's Game: 1/2](https://openlibrary.org/works/OL19647657W/Ender's_Game._1_2)

  [1]: http://www.hatrack.com/osc/books/endersgame/",1985,https://covers.openlibrary.org/b/id/12996033-L.jpg,4.3481483,405,1985,Orson Scott Card,330
OL505740W,The moon and sixpence,The moon and sixpence,"The Moon and Sixpence is a fictional novel heavily influenced by the life of French painter Paul Gauguin. The novel is told first-person, dipping episodically into the mind of the artist. Charles Strickland is an English stock broker, who leaves everything behind him in his middle age to live in defiant squalor in Paris as an artist. His genius is eventually recognized by a Dutch painter.",1919,https://covers.openlibrary.org/b/id/314604-L.jpg,4.7777777,9,1919,William Somerset Maugham,238
OL476737W,Winnie-the-Pooh / The House at Pooh Corner,Winnie-the-Pooh / The House at Pooh Corner,"The world of Pooh is a world of enchantment. It is a world forever fixed in the minds and hearts of countless children--a world where Winnie-the-Pooh and his friends Piglet, Eeyore, Tigger, Kanga, and the others share unforgettable adventures with Christopher Robin.

As he wanders through the pages of this book, Pooh remains the whimsical philosopher, the staunch friend, hampered at times by his over-weight but resigned to the futility of trying to control his appetite.

Although Pooh persists in thinking of himself as a Bear of Very Little Brain, the reader soon discovers that his whimsy inevitably leads to wisdom.

--front flap


----------
Contains:

 - [Winnie-the-Pooh][1]
 - [The House at Pooh Corner][2]


  [1]: https://openlibrary.org/works/OL476641W
  [2]: https://openlibrary.org/works/OL476471W",1926,https://covers.openlibrary.org/b/id/8612607-L.jpg,4.7777777,9,1926,A. A. Milne,314
OL1784164W,Rizal without the overcoat,Rizal without the overcoat,"""Through writing about history, Ocampo writes on Rizal as if he happened yesterday. In the clean, cool style of a good journalist...Ocampo is one historian who has never known to impose dogmas and definitive treatises. Reading Ocampo's history is like sitting down with a friend who shares what he has learned. But what he does best is to share the certainty of his doubts. Which probably makes him less of a historian. But then history is too serious to be left to historians."" Philippine Daily Enquirer Rizal Day Editorial, 1996",1990,https://covers.openlibrary.org/b/id/14424641-L.jpg,4.7777777,9,1990,Ambeth R. Ocampo,186
OL2973051W,In the blink of an eye,In the blink of an eye,,1995,https://covers.openlibrary.org/b/id/925774-L.jpg,4.7777777,9,1995,Walter Murch,146
